sido_code,sigungu_code,sido,yyyymm,pm10,sigungu,precipitation,male_avg_age,female_avg_age,year,month,disease_type,value
11,11110,서울,201101,42.0,종로구,8.9,39.5,41.6,2011,1,lung_cancer,140.8
11,11140,서울,201101,43.0,중구,8.9,39.9,41.9,2011,1,lung_cancer,80.3
11,11170,서울,201101,47.0,용산구,8.9,39.0,41.1,2011,1,lung_cancer,97.4
11,11200,서울,201101,47.0,성동구,8.9,37.9,39.5,2011,1,lung_cancer,98.4
11,11215,서울,201101,47.0,광진구,8.9,36.9,38.3,2011,1,lung_cancer,122.6
11,11230,서울,201101,46.0,동대문구,8.9,38.7,40.4,2011,1,lung_cancer,107.8
11,11260,서울,201101,46.0,중랑구,8.9,38.0,39.6,2011,1,lung_cancer,94.2
11,11290,서울,201101,39.0,성북구,8.9,37.7,39.6,2011,1,lung_cancer,93.6
11,11305,서울,201101,36.0,강북구,8.9,38.9,41.0,2011,1,lung_cancer,94.8
11,11320,서울,201101,44.0,도봉구,8.9,37.8,39.7,2011,1,lung_cancer,92.7
11,11350,서울,201101,33.0,노원구,8.9,36.2,38.6,2011,1,lung_cancer,99.2
11,11380,서울,201101,44.0,은평구,8.9,37.9,39.8,2011,1,lung_cancer,97.4
11,11410,서울,201101,47.0,서대문구,8.9,38.3,40.5,2011,1,lung_cancer,126.4
11,11440,서울,201101,50.0,마포구,8.9,37.3,39.1,2011,1,lung_cancer,102.2
11,11470,서울,201101,41.0,양천구,8.9,36.1,37.9,2011,1,lung_cancer,96.4
11,11500,서울,201101,48.0,강서구,8.9,36.7,38.7,2011,1,lung_cancer,103.0
11,11530,서울,201101,44.0,구로구,8.9,37.4,38.8,2011,1,lung_cancer,99.2
11,11545,서울,201101,37.0,금천구,8.9,38.1,39.6,2011,1,lung_cancer,90.0
11,11560,서울,201101,47.0,영등포구,8.9,38.1,39.7,2011,1,lung_cancer,114.2
11,11590,서울,201101,43.0,동작구,8.9,37.6,39.6,2011,1,lung_cancer,134.5
11,11620,서울,201101,47.0,관악구,8.9,37.4,39.0,2011,1,lung_cancer,111.9
11,11650,서울,201101,46.0,서초구,8.9,36.8,38.2,2011,1,lung_cancer,117.6
11,11680,서울,201101,48.0,강남구,8.9,36.4,38.1,2011,1,lung_cancer,121.8
11,11710,서울,201101,46.0,송파구,8.9,36.4,37.8,2011,1,lung_cancer,118.7
11,11740,서울,201101,42.0,강동구,8.9,36.7,38.7,2011,1,lung_cancer,111.5
26,26110,부산,201101,38.0,중구,0.0,42.4,45.3,2011,1,lung_cancer,84.2
26,26140,부산,201101,48.75,서구,0.0,41.4,44.6,2011,1,lung_cancer,114.0
26,26170,부산,201101,42.0,동구,0.0,41.7,45.2,2011,1,lung_cancer,109.5
26,26200,부산,201101,38.0,영도구,0.0,41.0,44.1,2011,1,lung_cancer,118.7
26,26230,부산,201101,38.0,부산진구,0.0,39.0,41.4,2011,1,lung_cancer,98.7
26,26260,부산,201101,36.0,동래구,0.0,38.3,40.8,2011,1,lung_cancer,103.6
26,26290,부산,201101,35.0,남구,0.0,38.7,41.1,2011,1,lung_cancer,97.9
26,26320,부산,201101,48.0,북구,0.0,36.9,39.2,2011,1,lung_cancer,63.3
26,26350,부산,201101,26.0,해운대구,0.0,37.1,39.4,2011,1,lung_cancer,98.9
26,26380,부산,201101,62.0,사하구,0.0,37.6,39.7,2011,1,lung_cancer,85.8
26,26410,부산,201101,36.5,금정구,0.0,38.9,41.6,2011,1,lung_cancer,94.2
26,26440,부산,201101,41.0,강서구,0.0,40.4,43.2,2011,1,lung_cancer,81.9
26,26470,부산,201101,35.0,연제구,0.0,38.7,41.1,2011,1,lung_cancer,105.9
26,26500,부산,201101,24.0,수영구,0.0,39.8,42.3,2011,1,lung_cancer,105.3
26,26530,부산,201101,57.0,사상구,0.0,37.6,39.6,2011,1,lung_cancer,97.9
26,26710,부산,201101,27.0,기장군,0.0,37.9,40.9,2011,1,lung_cancer,87.0
27,27110,대구,201101,38.0,중구,1.0,41.0,44.5,2011,1,lung_cancer,92.7
27,27140,대구,201101,37.0,동구,1.0,38.3,41.4,2011,1,lung_cancer,106.4
27,27170,대구,201101,49.0,서구,1.0,38.9,42.0,2011,1,lung_cancer,76.4
27,27200,대구,201101,26.0,남구,1.0,39.8,43.0,2011,1,lung_cancer,70.4
27,27230,대구,201101,44.5,북구,1.0,35.3,37.7,2011,1,lung_cancer,97.4
27,27260,대구,201101,41.5,수성구,1.0,35.8,39.0,2011,1,lung_cancer,102.4
27,27290,대구,201101,48.0,달서구,1.0,35.2,37.7,2011,1,lung_cancer,95.6
27,27710,대구,201101,32.0,달성군,1.0,35.9,38.4,2011,1,lung_cancer,88.7
28,28110,인천,201101,46.5,중구,7.0,38.6,40.8,2011,1,lung_cancer,96.2
28,28140,인천,201101,52.0,동구,7.0,38.7,41.3,2011,1,lung_cancer,90.2
28,28170,인천,201101,42.0,남구,7.0,37.7,39.7,2011,1,lung_cancer,77.8
28,28185,인천,201101,50.0,연수구,7.0,34.9,36.6,2011,1,lung_cancer,85.1
28,28200,인천,201101,46.0,남동구,7.0,35.5,37.2,2011,1,lung_cancer,85.8
28,28237,인천,201101,45.0,부평구,7.0,36.1,37.8,2011,1,lung_cancer,90.7
28,28245,인천,201101,38.0,계양구,7.0,34.7,36.1,2011,1,lung_cancer,80.2
28,28260,인천,201101,50.0,서구,7.0,34.7,35.9,2011,1,lung_cancer,83.2
28,28710,인천,201101,42.0,강화군,7.0,45.0,48.6,2011,1,lung_cancer,122.8
29,29110,광주,201101,36.0,동구,7.4,40.2,42.9,2011,1,lung_cancer,118.3
29,29140,광주,201101,26.0,서구,7.4,34.6,37.0,2011,1,lung_cancer,83.4
29,29155,광주,201101,30.0,남구,7.4,36.8,39.3,2011,1,lung_cancer,92.7
29,29170,광주,201101,34.0,북구,7.4,35.1,37.5,2011,1,lung_cancer,96.7
29,29200,광주,201101,48.0,광산구,7.4,32.1,33.9,2011,1,lung_cancer,85.0
30,30110,대전,201101,28.0,동구,4.0,37.5,40.0,2011,1,lung_cancer,89.9
30,30140,대전,201101,41.0,중구,4.0,37.5,39.7,2011,1,lung_cancer,99.4
30,30170,대전,201101,38.0,서구,4.0,34.7,36.6,2011,1,lung_cancer,99.6
30,30200,대전,201101,40.0,유성구,4.0,33.0,34.8,2011,1,lung_cancer,100.2
30,30230,대전,201101,45.5,대덕구,4.0,35.6,37.6,2011,1,lung_cancer,94.5
31,31110,울산,201101,39.0,중구,10.5,36.2,38.4,2011,1,lung_cancer,104.9
31,31140,울산,201101,35.5,남구,10.5,35.0,36.7,2011,1,lung_cancer,101.3
31,31170,울산,201101,46.0,동구,10.5,35.0,36.7,2011,1,lung_cancer,89.4
31,31200,울산,201101,47.5,북구,10.5,32.7,34.1,2011,1,lung_cancer,110.1
31,31710,울산,201101,36.33333333,울주군,10.5,35.9,38.4,2011,1,lung_cancer,99.7
11,11110,서울,201102,71.0,종로구,29.1,39.5,41.6,2011,2,lung_cancer,98.6
11,11140,서울,201102,72.0,중구,29.1,40.0,41.9,2011,2,lung_cancer,66.8
11,11170,서울,201102,78.0,용산구,29.1,39.1,41.2,2011,2,lung_cancer,88.0
11,11200,서울,201102,80.0,성동구,29.1,37.9,39.6,2011,2,lung_cancer,69.2
11,11215,서울,201102,77.0,광진구,29.1,37.0,38.3,2011,2,lung_cancer,107.5
11,11230,서울,201102,78.0,동대문구,29.1,38.7,40.5,2011,2,lung_cancer,86.7
11,11260,서울,201102,79.0,중랑구,29.1,38.1,39.7,2011,2,lung_cancer,82.4
11,11290,서울,201102,63.0,성북구,29.1,37.7,39.6,2011,2,lung_cancer,90.7
11,11305,서울,201102,65.0,강북구,29.1,38.9,41.0,2011,2,lung_cancer,82.9
11,11320,서울,201102,70.0,도봉구,29.1,37.9,39.7,2011,2,lung_cancer,82.1
11,11350,서울,201102,60.0,노원구,29.1,36.3,38.7,2011,2,lung_cancer,90.9
11,11380,서울,201102,72.0,은평구,29.1,38.0,39.9,2011,2,lung_cancer,94.2
11,11410,서울,201102,83.0,서대문구,29.1,38.4,40.5,2011,2,lung_cancer,98.5
11,11440,서울,201102,83.0,마포구,29.1,37.3,39.1,2011,2,lung_cancer,89.6
11,11470,서울,201102,70.0,양천구,29.1,36.1,37.9,2011,2,lung_cancer,93.8
11,11500,서울,201102,78.0,강서구,29.1,36.8,38.8,2011,2,lung_cancer,97.0
11,11530,서울,201102,78.0,구로구,29.1,37.4,38.9,2011,2,lung_cancer,82.1
11,11545,서울,201102,65.0,금천구,29.1,38.2,39.7,2011,2,lung_cancer,82.2
11,11560,서울,201102,80.0,영등포구,29.1,38.2,39.8,2011,2,lung_cancer,102.7
11,11590,서울,201102,74.0,동작구,29.1,37.7,39.6,2011,2,lung_cancer,122.6
11,11620,서울,201102,82.0,관악구,29.1,37.4,39.1,2011,2,lung_cancer,92.9
11,11650,서울,201102,80.0,서초구,29.1,36.8,38.2,2011,2,lung_cancer,111.9
11,11680,서울,201102,82.0,강남구,29.1,36.4,38.1,2011,2,lung_cancer,102.9
11,11710,서울,201102,76.0,송파구,29.1,36.4,37.9,2011,2,lung_cancer,102.9
11,11740,서울,201102,70.0,강동구,29.1,36.7,38.7,2011,2,lung_cancer,106.2
26,26110,부산,201102,57.0,중구,70.9,42.4,45.3,2011,2,lung_cancer,98.6
26,26140,부산,201102,66.5,서구,70.9,41.4,44.7,2011,2,lung_cancer,95.4
26,26170,부산,201102,61.5,동구,70.9,41.8,45.3,2011,2,lung_cancer,120.5
26,26200,부산,201102,57.0,영도구,70.9,41.1,44.2,2011,2,lung_cancer,110.3
26,26230,부산,201102,64.0,부산진구,70.9,39.1,41.5,2011,2,lung_cancer,85.6
26,26260,부산,201102,58.0,동래구,70.9,38.4,40.8,2011,2,lung_cancer,82.8
26,26290,부산,201102,55.0,남구,70.9,38.7,41.1,2011,2,lung_cancer,81.3
26,26320,부산,201102,63.0,북구,70.9,37.0,39.3,2011,2,lung_cancer,66.2
26,26350,부산,201102,41.0,해운대구,70.9,37.2,39.5,2011,2,lung_cancer,83.2
26,26380,부산,201102,75.0,사하구,70.9,37.6,39.7,2011,2,lung_cancer,79.9
26,26410,부산,201102,61.0,금정구,70.9,39.0,41.6,2011,2,lung_cancer,69.9
26,26440,부산,201102,65.5,강서구,70.9,40.5,43.2,2011,2,lung_cancer,60.2
26,26470,부산,201102,54.0,연제구,70.9,38.8,41.1,2011,2,lung_cancer,90.0
26,26500,부산,201102,40.0,수영구,70.9,39.8,42.3,2011,2,lung_cancer,94.5
26,26530,부산,201102,70.0,사상구,70.9,37.6,39.7,2011,2,lung_cancer,83.3
26,26710,부산,201102,43.5,기장군,70.9,37.9,40.8,2011,2,lung_cancer,74.9
27,27110,대구,201102,66.0,중구,64.4,41.0,44.5,2011,2,lung_cancer,100.5
27,27140,대구,201102,50.0,동구,64.4,38.3,41.4,2011,2,lung_cancer,87.6
27,27170,대구,201102,76.0,서구,64.4,39.0,42.1,2011,2,lung_cancer,68.3
27,27200,대구,201102,57.0,남구,64.4,39.9,43.1,2011,2,lung_cancer,63.3
27,27230,대구,201102,67.5,북구,64.4,35.4,37.8,2011,2,lung_cancer,82.3
27,27260,대구,201102,68.0,수성구,64.4,35.9,39.0,2011,2,lung_cancer,83.9
27,27290,대구,201102,63.0,달서구,64.4,35.2,37.7,2011,2,lung_cancer,82.1
27,27710,대구,201102,52.0,달성군,64.4,36.0,38.5,2011,2,lung_cancer,78.2
28,28110,인천,201102,82.5,중구,32.5,38.6,40.8,2011,2,lung_cancer,121.8
28,28140,인천,201102,79.0,동구,32.5,38.7,41.3,2011,2,lung_cancer,80.1
28,28170,인천,201102,83.0,남구,32.5,37.8,39.8,2011,2,lung_cancer,77.3
28,28185,인천,201102,81.0,연수구,32.5,34.9,36.6,2011,2,lung_cancer,79.9
28,28200,인천,201102,79.66666667,남동구,32.5,35.5,37.2,2011,2,lung_cancer,76.3
28,28237,인천,201102,84.0,부평구,32.5,36.1,37.9,2011,2,lung_cancer,78.1
28,28245,인천,201102,61.0,계양구,32.5,34.8,36.2,2011,2,lung_cancer,70.9
28,28260,인천,201102,83.66666667,서구,32.5,34.7,36.0,2011,2,lung_cancer,67.6
28,28710,인천,201102,69.0,강화군,32.5,45.0,48.7,2011,2,lung_cancer,112.3
29,29110,광주,201102,62.0,동구,59.8,40.3,43.0,2011,2,lung_cancer,101.4
29,29140,광주,201102,47.0,서구,59.8,34.7,37.1,2011,2,lung_cancer,77.4
29,29155,광주,201102,54.0,남구,59.8,36.8,39.3,2011,2,lung_cancer,74.4
29,29170,광주,201102,60.5,북구,59.8,35.2,37.5,2011,2,lung_cancer,81.4
29,29200,광주,201102,82.0,광산구,59.8,32.2,34.0,2011,2,lung_cancer,77.2
30,30110,대전,201102,47.0,동구,44.8,37.6,40.0,2011,2,lung_cancer,85.6
30,30140,대전,201102,61.0,중구,44.8,37.6,39.8,2011,2,lung_cancer,90.4
30,30170,대전,201102,61.5,서구,44.8,34.8,36.7,2011,2,lung_cancer,86.0
30,30200,대전,201102,68.0,유성구,44.8,33.0,34.8,2011,2,lung_cancer,87.6
30,30230,대전,201102,70.5,대덕구,44.8,35.7,37.6,2011,2,lung_cancer,91.6
31,31110,울산,201102,63.0,중구,76.1,36.3,38.5,2011,2,lung_cancer,92.4
31,31140,울산,201102,57.16666667,남구,76.1,35.1,36.8,2011,2,lung_cancer,86.8
31,31170,울산,201102,64.0,동구,76.1,35.1,36.8,2011,2,lung_cancer,91.2
31,31200,울산,201102,67.5,북구,76.1,32.7,34.1,2011,2,lung_cancer,101.4
31,31710,울산,201102,55.0,울주군,76.1,35.9,38.4,2011,2,lung_cancer,72.3
11,11110,서울,201103,54.0,종로구,14.6,39.6,41.7,2011,3,lung_cancer,116.4
11,11140,서울,201103,65.0,중구,14.6,40.0,42.0,2011,3,lung_cancer,87.8
11,11170,서울,201103,71.0,용산구,14.6,39.1,41.2,2011,3,lung_cancer,121.3
11,11200,서울,201103,70.0,성동구,14.6,38.0,39.6,2011,3,lung_cancer,93.1
11,11215,서울,201103,64.0,광진구,14.6,37.0,38.4,2011,3,lung_cancer,114.0
11,11230,서울,201103,70.0,동대문구,14.6,38.8,40.5,2011,3,lung_cancer,96.6
11,11260,서울,201103,72.0,중랑구,14.6,38.1,39.8,2011,3,lung_cancer,102.0
11,11290,서울,201103,56.0,성북구,14.6,37.8,39.7,2011,3,lung_cancer,109.0
11,11305,서울,201103,57.0,강북구,14.6,39.0,41.1,2011,3,lung_cancer,84.9
11,11320,서울,201103,64.0,도봉구,14.6,37.9,39.8,2011,3,lung_cancer,109.1
11,11350,서울,201103,52.0,노원구,14.6,36.4,38.8,2011,3,lung_cancer,108.8
11,11380,서울,201103,68.0,은평구,14.6,38.0,39.9,2011,3,lung_cancer,117.5
11,11410,서울,201103,65.0,서대문구,14.6,38.4,40.6,2011,3,lung_cancer,118.2
11,11440,서울,201103,71.0,마포구,14.6,37.4,39.2,2011,3,lung_cancer,111.4
11,11470,서울,201103,57.0,양천구,14.6,36.2,38.0,2011,3,lung_cancer,101.6
11,11500,서울,201103,70.0,강서구,14.6,36.8,38.8,2011,3,lung_cancer,118.3
11,11530,서울,201103,69.0,구로구,14.6,37.5,38.9,2011,3,lung_cancer,93.3
11,11545,서울,201103,54.0,금천구,14.6,38.2,39.8,2011,3,lung_cancer,96.1
11,11560,서울,201103,71.0,영등포구,14.6,38.2,39.8,2011,3,lung_cancer,137.1
11,11590,서울,201103,60.0,동작구,14.6,37.7,39.7,2011,3,lung_cancer,152.5
11,11620,서울,201103,71.0,관악구,14.6,37.4,39.1,2011,3,lung_cancer,111.1
11,11650,서울,201103,71.0,서초구,14.6,36.9,38.3,2011,3,lung_cancer,135.4
11,11680,서울,201103,70.0,강남구,14.6,36.5,38.2,2011,3,lung_cancer,109.1
11,11710,서울,201103,64.0,송파구,14.6,36.5,37.9,2011,3,lung_cancer,117.3
11,11740,서울,201103,62.0,강동구,14.6,36.7,38.8,2011,3,lung_cancer,120.0
26,26110,부산,201103,57.0,중구,31.2,42.5,45.4,2011,3,lung_cancer,82.2
26,26140,부산,201103,66.5,서구,31.2,41.5,44.7,2011,3,lung_cancer,128.5
26,26170,부산,201103,62.5,동구,31.2,41.8,45.3,2011,3,lung_cancer,131.4
26,26200,부산,201103,57.0,영도구,31.2,41.1,44.2,2011,3,lung_cancer,111.0
26,26230,부산,201103,64.0,부산진구,31.2,39.1,41.5,2011,3,lung_cancer,103.5
26,26260,부산,201103,61.0,동래구,31.2,38.4,40.9,2011,3,lung_cancer,113.1
26,26290,부산,201103,56.0,남구,31.2,38.8,41.2,2011,3,lung_cancer,91.1
26,26320,부산,201103,63.0,북구,31.2,37.1,39.4,2011,3,lung_cancer,77.9
26,26350,부산,201103,42.0,해운대구,31.2,37.2,39.6,2011,3,lung_cancer,99.9
26,26380,부산,201103,72.0,사하구,31.2,37.7,39.8,2011,3,lung_cancer,90.9
26,26410,부산,201103,62.5,금정구,31.2,39.0,41.7,2011,3,lung_cancer,84.4
26,26440,부산,201103,58.5,강서구,31.2,40.5,43.3,2011,3,lung_cancer,68.0
26,26470,부산,201103,56.0,연제구,31.2,38.8,41.2,2011,3,lung_cancer,116.7
26,26500,부산,201103,41.0,수영구,31.2,39.9,42.4,2011,3,lung_cancer,111.5
26,26530,부산,201103,73.0,사상구,31.2,37.7,39.7,2011,3,lung_cancer,98.3
26,26710,부산,201103,49.0,기장군,31.2,38.0,40.9,2011,3,lung_cancer,92.5
27,27110,대구,201103,56.0,중구,16.5,41.1,44.6,2011,3,lung_cancer,126.6
27,27140,대구,201103,53.0,동구,16.5,38.4,41.5,2011,3,lung_cancer,108.1
27,27170,대구,201103,63.0,서구,16.5,39.0,42.1,2011,3,lung_cancer,80.0
27,27200,대구,201103,41.0,남구,16.5,40.0,43.2,2011,3,lung_cancer,72.7
27,27230,대구,201103,62.5,북구,16.5,35.5,37.8,2011,3,lung_cancer,94.0
27,27260,대구,201103,59.5,수성구,16.5,35.9,39.1,2011,3,lung_cancer,96.9
27,27290,대구,201103,57.0,달서구,16.5,35.3,37.8,2011,3,lung_cancer,88.0
27,27710,대구,201103,50.0,달성군,16.5,36.0,38.5,2011,3,lung_cancer,89.8
28,28110,인천,201103,69.0,중구,14.5,38.7,40.9,2011,3,lung_cancer,127.2
28,28140,인천,201103,59.0,동구,14.5,38.8,41.3,2011,3,lung_cancer,96.6
28,28170,인천,201103,63.0,남구,14.5,37.8,39.9,2011,3,lung_cancer,80.4
28,28185,인천,201103,78.0,연수구,14.5,35.0,36.7,2011,3,lung_cancer,98.6
28,28200,인천,201103,75.0,남동구,14.5,35.6,37.3,2011,3,lung_cancer,92.8
28,28237,인천,201103,71.0,부평구,14.5,36.2,38.0,2011,3,lung_cancer,100.5
28,28245,인천,201103,68.0,계양구,14.5,34.9,36.3,2011,3,lung_cancer,84.8
28,28260,인천,201103,73.33333333,서구,14.5,34.7,36.0,2011,3,lung_cancer,93.3
28,28710,인천,201103,65.0,강화군,14.5,45.1,48.8,2011,3,lung_cancer,136.3
29,29110,광주,201103,56.0,동구,23.1,40.3,43.0,2011,3,lung_cancer,126.8
29,29140,광주,201103,45.0,서구,23.1,34.7,37.1,2011,3,lung_cancer,108.5
29,29155,광주,201103,52.0,남구,23.1,36.8,39.4,2011,3,lung_cancer,78.1
29,29170,광주,201103,56.0,북구,23.1,35.2,37.6,2011,3,lung_cancer,99.4
29,29200,광주,201103,70.0,광산구,23.1,32.2,34.0,2011,3,lung_cancer,94.5
30,30110,대전,201103,49.0,동구,19.0,37.6,40.1,2011,3,lung_cancer,89.9
30,30140,대전,201103,57.0,중구,19.0,37.6,39.8,2011,3,lung_cancer,97.2
30,30170,대전,201103,59.0,서구,19.0,34.8,36.7,2011,3,lung_cancer,109.6
30,30200,대전,201103,61.0,유성구,19.0,33.1,34.8,2011,3,lung_cancer,100.9
30,30230,대전,201103,65.0,대덕구,19.0,35.7,37.7,2011,3,lung_cancer,99.3
31,31110,울산,201103,62.0,중구,18.5,36.4,38.6,2011,3,lung_cancer,113.1
31,31140,울산,201103,61.66666667,남구,18.5,35.1,36.8,2011,3,lung_cancer,111.5
31,31170,울산,201103,55.0,동구,18.5,35.1,36.8,2011,3,lung_cancer,105.1
31,31200,울산,201103,76.0,북구,18.5,32.8,34.2,2011,3,lung_cancer,106.8
31,31710,울산,201103,61.33333333,울주군,18.5,36.0,38.5,2011,3,lung_cancer,102.6
11,11110,서울,201104,58.0,종로구,110.1,39.6,41.7,2011,4,lung_cancer,99.8
11,11140,서울,201104,54.0,중구,110.1,40.1,42.0,2011,4,lung_cancer,104.4
11,11170,서울,201104,58.0,용산구,110.1,39.1,41.2,2011,4,lung_cancer,103.9
11,11200,서울,201104,61.0,성동구,110.1,38.0,39.6,2011,4,lung_cancer,81.5
11,11215,서울,201104,56.0,광진구,110.1,37.1,38.4,2011,4,lung_cancer,92.5
11,11230,서울,201104,58.0,동대문구,110.1,38.8,40.6,2011,4,lung_cancer,84.3
11,11260,서울,201104,60.0,중랑구,110.1,38.2,39.8,2011,4,lung_cancer,87.6
11,11290,서울,201104,49.0,성북구,110.1,37.8,39.7,2011,4,lung_cancer,107.4
11,11305,서울,201104,51.0,강북구,110.1,39.0,41.1,2011,4,lung_cancer,95.3
11,11320,서울,201104,52.0,도봉구,110.1,38.0,39.8,2011,4,lung_cancer,92.2
11,11350,서울,201104,47.0,노원구,110.1,36.4,38.8,2011,4,lung_cancer,90.2
11,11380,서울,201104,56.0,은평구,110.1,38.1,40.0,2011,4,lung_cancer,108.6
11,11410,서울,201104,56.0,서대문구,110.1,38.5,40.6,2011,4,lung_cancer,118.5
11,11440,서울,201104,58.0,마포구,110.1,37.4,39.2,2011,4,lung_cancer,97.6
11,11470,서울,201104,52.0,양천구,110.1,36.2,38.0,2011,4,lung_cancer,92.4
11,11500,서울,201104,57.0,강서구,110.1,36.9,38.9,2011,4,lung_cancer,108.1
11,11530,서울,201104,57.0,구로구,110.1,37.5,39.0,2011,4,lung_cancer,82.6
11,11545,서울,201104,50.0,금천구,110.1,38.2,39.8,2011,4,lung_cancer,96.1
11,11560,서울,201104,59.0,영등포구,110.1,38.3,39.8,2011,4,lung_cancer,117.5
11,11590,서울,201104,56.0,동작구,110.1,37.7,39.7,2011,4,lung_cancer,132.5
11,11620,서울,201104,59.0,관악구,110.1,37.5,39.2,2011,4,lung_cancer,107.3
11,11650,서울,201104,59.0,서초구,110.1,36.9,38.3,2011,4,lung_cancer,123.2
11,11680,서울,201104,60.0,강남구,110.1,36.5,38.2,2011,4,lung_cancer,102.9
11,11710,서울,201104,57.0,송파구,110.1,36.5,38.0,2011,4,lung_cancer,103.8
11,11740,서울,201104,55.0,강동구,110.1,36.8,38.8,2011,4,lung_cancer,98.0
26,26110,부산,201104,53.0,중구,100.0,42.5,45.4,2011,4,lung_cancer,84.2
26,26140,부산,201104,64.5,서구,100.0,41.5,44.7,2011,4,lung_cancer,131.8
26,26170,부산,201104,61.5,동구,100.0,41.9,45.3,2011,4,lung_cancer,103.6
26,26200,부산,201104,58.0,영도구,100.0,41.2,44.3,2011,4,lung_cancer,137.6
26,26230,부산,201104,67.0,부산진구,100.0,39.2,41.6,2011,4,lung_cancer,98.7
26,26260,부산,201104,59.0,동래구,100.0,38.5,40.9,2011,4,lung_cancer,118.4
26,26290,부산,201104,58.0,남구,100.0,38.8,41.2,2011,4,lung_cancer,101.3
26,26320,부산,201104,61.0,북구,100.0,37.1,39.4,2011,4,lung_cancer,78.9
26,26350,부산,201104,41.0,해운대구,100.0,37.2,39.6,2011,4,lung_cancer,94.2
26,26380,부산,201104,65.0,사하구,100.0,37.7,39.8,2011,4,lung_cancer,90.0
26,26410,부산,201104,60.5,금정구,100.0,39.1,41.7,2011,4,lung_cancer,87.9
26,26440,부산,201104,60.0,강서구,100.0,40.5,43.3,2011,4,lung_cancer,72.6
26,26470,부산,201104,52.0,연제구,100.0,38.8,41.2,2011,4,lung_cancer,103.6
26,26500,부산,201104,42.0,수영구,100.0,40.0,42.5,2011,4,lung_cancer,124.5
26,26530,부산,201104,68.0,사상구,100.0,37.7,39.8,2011,4,lung_cancer,96.7
26,26710,부산,201104,47.5,기장군,100.0,37.9,40.9,2011,4,lung_cancer,113.8
27,27110,대구,201104,50.0,중구,104.5,41.1,44.6,2011,4,lung_cancer,139.7
27,27140,대구,201104,44.0,동구,104.5,38.4,41.5,2011,4,lung_cancer,118.4
27,27170,대구,201104,61.0,서구,104.5,39.0,42.1,2011,4,lung_cancer,91.2
27,27200,대구,201104,36.0,남구,104.5,40.0,43.2,2011,4,lung_cancer,101.1
27,27230,대구,201104,55.5,북구,104.5,35.5,37.9,2011,4,lung_cancer,92.5
27,27260,대구,201104,52.0,수성구,104.5,36.0,39.1,2011,4,lung_cancer,92.0
27,27290,대구,201104,52.0,달서구,104.5,35.3,37.8,2011,4,lung_cancer,79.1
27,27710,대구,201104,45.0,달성군,104.5,36.1,38.5,2011,4,lung_cancer,91.5
28,28110,인천,201104,63.0,중구,127.6,38.7,40.9,2011,4,lung_cancer,103.7
28,28140,인천,201104,50.0,동구,127.6,38.8,41.3,2011,4,lung_cancer,76.2
28,28170,인천,201104,60.0,남구,127.6,37.8,39.9,2011,4,lung_cancer,81.6
28,28185,인천,201104,68.0,연수구,127.6,35.0,36.7,2011,4,lung_cancer,84.1
28,28200,인천,201104,63.33333333,남동구,127.6,35.6,37.3,2011,4,lung_cancer,86.8
28,28237,인천,201104,64.0,부평구,127.6,36.2,38.0,2011,4,lung_cancer,83.3
28,28245,인천,201104,59.0,계양구,127.6,34.9,36.3,2011,4,lung_cancer,74.1
28,28260,인천,201104,67.33333333,서구,127.6,34.7,36.0,2011,4,lung_cancer,69.7
28,28710,인천,201104,56.0,강화군,127.6,45.2,48.8,2011,4,lung_cancer,161.7
29,29110,광주,201104,56.0,동구,103.0,40.4,43.1,2011,4,lung_cancer,115.5
29,29140,광주,201104,46.0,서구,103.0,34.7,37.2,2011,4,lung_cancer,91.2
29,29155,광주,201104,52.0,남구,103.0,36.9,39.4,2011,4,lung_cancer,77.2
29,29170,광주,201104,52.5,북구,103.0,35.3,37.6,2011,4,lung_cancer,90.0
29,29200,광주,201104,69.0,광산구,103.0,32.2,34.0,2011,4,lung_cancer,92.7
30,30110,대전,201104,43.0,동구,71.0,37.6,40.1,2011,4,lung_cancer,87.5
30,30140,대전,201104,50.0,중구,71.0,37.7,39.9,2011,4,lung_cancer,100.2
30,30170,대전,201104,53.5,서구,71.0,34.9,36.8,2011,4,lung_cancer,95.8
30,30200,대전,201104,56.0,유성구,71.0,33.1,34.8,2011,4,lung_cancer,79.5
30,30230,대전,201104,56.0,대덕구,71.0,35.8,37.8,2011,4,lung_cancer,70.1
31,31110,울산,201104,58.0,중구,83.6,36.4,38.6,2011,4,lung_cancer,107.0
31,31140,울산,201104,57.66666667,남구,83.6,35.2,36.9,2011,4,lung_cancer,91.1
31,31170,울산,201104,49.0,동구,83.6,35.2,36.8,2011,4,lung_cancer,112.1
31,31200,울산,201104,66.0,북구,83.6,32.8,34.2,2011,4,lung_cancer,106.8
31,31710,울산,201104,57.66666667,울주군,83.6,36.0,38.5,2011,4,lung_cancer,87.9
11,11110,서울,201105,72.0,종로구,53.4,39.7,41.7,2011,5,lung_cancer,137.8
11,11140,서울,201105,74.0,중구,53.4,40.1,42.1,2011,5,lung_cancer,136.6
11,11170,서울,201105,76.0,용산구,53.4,39.1,41.2,2011,5,lung_cancer,131.8
11,11200,서울,201105,78.0,성동구,53.4,38.0,39.7,2011,5,lung_cancer,115.1
11,11215,서울,201105,72.0,광진구,53.4,37.1,38.4,2011,5,lung_cancer,117.0
